,Brand,Product,Price,Rating,Ingridients,Reviews_Count,Allure_Winner,Clean_Product
31,DRUNK ELEPHANT,A-Passioni™ Retinol Cream,74.0,94.8,"-One-Percent Retinol: A pure form of vegan retinol, one of the most well-researched ingredients in skincare, capable of bringing balance to any skin concern. At a one percent concentration, retinol can dramatically improve the look and feel of uneven skin tone and texture as well as ward off the damage done from daily exposure to UV rays, pollution, or other free radicals.
-Triple Peptide Blend: A potent trio of peptides that helps firm and strengthen, boosting the age-fighting benefits of retinol.
-Vitamin F: Soothing fatty acids (linolenic and linoleic) that work to improve skin’s texture and suppleness and help calm signs of sensitivity.

Water/Aqua/Eau, Glycerin, Coco-Caprylate, Stearic Acid, Coconut Alkanes, Glyceryl Stearate, Niacinamide, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Pentylene Glycol, Passiflora Edulis Seed Oil, Retinol, Simmondsia Chinensis (Jojoba) Seed Oil, Sclerocarya Birrea Seed Oil, Prunus Armeniaca (Apricot) Kernel Oil, Cetyl Ethylhexanoate, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Brassica Oleracea Acephala Leaf Extract, Brassica Oleracea Italica (Broccoli) Extract, Tetrahexyldecyl Ascorbate, Chrysin, Persea Gratissima (Avocado) Oil, Linoleic Acid, Linolenic Acid, Ceramide NP, Xanthophylls, Phytosphingosine, Phytosterols, Jojoba Esters, Physalis Pubescens Fruit Juice, Stearyl Glycyrrhetinate, Oryza Sativa (Rice Bran) Extract, Glycine Soja (Soybean) Oil, Carthamus Tinctorium (Safflower) Seed Oil, Palmitoyl Hexapeptide-12, Cetyl Palmitate, Trehalose, Lauric Acid, Sodium Hyaluronate Crosspolymer, Olea Europaea (Olive) Fruit Oil, Glucosamine HCL, Tocopheryl Acetate, Coco-Caprylate/Caprate, Pisum Sativum (Pea) Extract, Tocopherol, Bambusa Vulgaris Leaf/Stem Extract, Phenoxyethanol, Caprylyl Glycol, Carbomer, Trideceth-6 Phosphate, N-Hydroxysuccinimide, Ceteareth-20, Sodium Hydroxide, Laureth-23, Steareth-20, Propanediol, Chlorhexidine Digluconate, Polysorbate 20, Trisodium Ethylenediamine Disuccinate, Chlorphenesin, Potassium Sorbate, Ethylhexylglycerin.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",863,0,1
32,DRUNK ELEPHANT,B-Hydra™ Intensive Hydration Serum,48.0,107000.0,"-Pro-Vitamin B5: A humectant that attracts and holds hydration to the skin and helps to improve skin’s barrier function.
-Pineapple Ceramide: Helps to support natural luminosity and improve the appearance of skin texture and tone.
-Sodium Hyaluronate: With a smaller molecular weight than hyaluronic acid, it is able to deliver intense hydration to help reduce the appearance of fine lines and wrinkles and promote firmness.

Water, Coconut Alkanes, Ammonium Acryloyldimethyltaurate/VP Copolymer, Glycerin, Pentylene Glycol, Sclerocarya Birrea Seed Oil, Wheat Amino Acids, Ananas Sativus (Pineapple) Fruit Extract, Berberis Vulgaris Root Extract, Citrullus Lanatus (Watermelon) Fruit Extract, Lens Esculenta (Lentil) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Coco-Caprylate/Caprate, Panthenol, Sodium PCA, Sodium Hyaluronate Crosspolymer, Dipotassium Glycyrrhizate, Niacinamide, Cyclodextrin, Sodium Hyaluronate, Sodium Lactate, Phenoxyethanol, Hydroxyproline, Trisodium Ethylenediamine Disuccinate, Citric Acid, Caprylyl Glycol, Chlorphenesin, Ethylhexylglycerin.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",1000,0,1
33,PEACE OUT,Microneedling Anti-Wrinkle Retinol Patches,28.0,21.5,"-Retinol: Reduces the appearance of fine lines and uneven skin texture.
-Vitamin C: Visibly brightens skin and supports healthy collagen production.
-Peptides: Supports collagen and reduces the look of fine lines and wrinkles.

Sodium Hyaluronate, Cellulose Gum, Trehalose, Glycerin, Propanediol, Butylene Glycol, Caprylyl Glycol, 1,2-Hexanediol, Adenosine, Madecassoside, Polysorbate 80, Ethylhexylglycerin, Heptasodium Hexacarboxymethyl Dipeptide-12, Acetyl Octapeptide-3, Carnosine, Acetyl Hexapeptide-8, Palmitoyl Pentapeptide-4, Biotinoyl Hexapeptide-2 Amide, Ascorbic Acid, Melatonin, Retinol, Carbomer, Polysorbate20, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Water.",314,0,0
34,FRESH,Soy Face Cleanser,38.0,167.7,"-Amino Acid-rich Soy Proteins: Help maintain skin elasticity and suppleness.
-Cucumber Extract: Aids in soothing the skin.
-Rosewater : Notable for its calming and balancing properties.

Water, Coco-Glucoside, Glycerin, Butylene Glycol, PEG-7 Glyceryl Cocoate, Xanthan Gum, Glycine Soja (Soybean) Oil, Helianthus Annuus (Sunflower) Seed Oil, Borago Officinalis Seed Oil, Aloe Barbadensis Leaf Juice, Cucumis Sativus (Cucumber) Fruit Extract, Rosa Damascena Extract, Rosa Damascena Flower Water, Centaurea Cyanus Flower Extract, Glycine Soja (Soybean) Sterols, Panax Ginseng Root Extract, Rosa Damascena Flower Oil, Malva Sylvestris (Mallow) Flower Extract, Tocopherol, Ascorbyl Palmitate, PEG-120 Methyl Glucose Dioleate, PEG-40 Hydrogenated Castor Oil, Caprylyl Glycol, Polysorbate 20, Caprylic/Capric Triglyceride, Silica, Benzoic Acid, Disodium EDTA, Citric Acid, Behenyl Alcohol, Glyceryl Stearate, Lecithin, Pentylene Glycol, Hydrolyzed Soy Protein, Caramel, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol.",7000,0,0
35,LA MER,Crème de la Mer Moisturizer,180.0,72000.0,"Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sesamum Indicum (Sesame) Seed Powder, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Magnesium Sulfate, Paraffin, Tocopheryl Succinate, Niacin, Water, Beta-Carotene, Decyl Oleate, Aluminum Distearate, Octyldodecanol, Citric Acid, Cyanocobalamin, Magnesium Stearate, Panthenol, Limonene, Geraniol, Linalool, Hydroxycitronellal, Citronellol, Benzyl Salicylate, Citral, Sodium Benzoate, Alcohol Denat., Fragrance.

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",606,0,0
36,DRUNK ELEPHANT,T.L.C. Sukari Babyfacial™ 25% AHA + 2% BHA Mask,80.0,220.5,"-25 Percent AHA Blend (glycolic + (T) tartaric, (L) lactic, (C) citric acids): Exfoliates dead surface skin and supports natural surface turnover to visibly smooth and brighten the appearance of skin.
-Gram/Chickpea Flour: Balances and brightens skin’s appearance while combating dullness.
-Pumpkin Ferment Extract: A rich source of fatty acids, antioxidant components, carotene, lutein, and cartenoids; contains enzymes that aid in gentle exfoliation.

Water, Glycolic Acid, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Glycerin, Sodium Hydroxide, Salicylic Acid, Aloe Barbadensis Leaf Extract, Camellia Oleifera Leaf Extract, Lactobacillus/Pumpkin Ferment Extract, Lactobacillus/Punica Granatum Fruit Ferment Extract, Opuntia Ficus-Indica Extract, Pyrus Malus (Apple) Fruit Extract, Silybum Marianum Seed Extract, Saccharomyces Cerevisiae Extract, Vitis Vinifera (Grape) Juice Extract, Camellia Sinensis Leaf Powder, Cicer Arietinum Seed Powder, Sclerocarya Birrea Seed Oil, Passiflora Edulis Seed Oil, Leuconostoc/Radish Root Ferment Filtrate, Sodium Hyaluronate Crosspolymer, Sodium PCA, Allantoin, Dipotassium Glycyrrhizate, Dextrin, Polydextrose, Sorbitan Isostearate, Amylopectin, Niacinamide, Phytosphingosine, Lactic Acid, Propanediol, Citric Acid, Titanium Dioxide, Trisodium Ethylenediamine Disuccinate, Polysorbate 60, Caprylyl Glycol, Chlorphenesin, Phenoxyethanol.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",1000,0,1
37,DR. DENNIS GROSS SKINCARE,SpectraLite™ Faceware Pro,435.0,11.5,No ingridients listed,32,0,0
38,YOUTH TO THE PEOPLE,Superfood Antioxidant Cleanser,36.0,73.3,"Water, Sodium Cocoyl Glutamate, Cocamidopropyl Betaine, Panthenol (Vitamin B5),Tocopheryl Acetate (Vitamin E), Ascorbic Acid (Vitamin C), Butylene Glycol, Brassica Oleracea(Kale) Leaf Extract, Spinacia Oleracea (Spinach) Leaf Extract, Camellia Sinensis (Green Tea)Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Medicago Sativa (Alfalfa) Extract,Aloe Barbadensis (Aloe Vera) Leaf Extract, Natural Fragrance, Lecithin, HydroxypropylMethylcellulose, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate, Chlorophyll.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",1000,0,1
39,CLARINS,Double Serum Complete Age Control Concentrate,89.0,24.6,"-Turmeric: Contains exceptional anti-aging properties.
-Oat Sugars: Visibly firm and lift.
-Orthosiphon Extract: Helps improve the skin texture.
-Callicarpa Extract: Revives radiance.

Water, Cetearyl Isononanoate, Glycerin, Isononyl Isononanoate, Caprylic/Capric Triglyceride, Pentylene Glycol, Ppg-3 Myristyl Ether, Ethylene/Propylene/Styrene Copolymer. Dipsacus Sylvestris Extract, Butylene Glycol, Parfum/ Fragrance,Phenoxyethanol,Propanediol,Tromethamine. Silybum Marianum Seed Oil, Carbomer,Tocopheryl Acetate, Escin, Cheno - Podium Quinoa Seed Extract, Ethylhexylglycerin, Squalane,Avena Sativa (Oat) Kernel Extract, Theobroma Cacao (Cocoa) Extract, Butylene/Ethylene/Styrene Copolymer, Leontopodium Alpinum Extract, Xanthan Gum, Persea Gratissima (Avocado) Oil Unsaponifiables,Caramel,Curcuma Longa (Turmeric) Root Extract,Salicyloyl Phytosphingosine, Musa Sapientum (Banana) Fruit Extract, Salicornia Herbacea Extract, Actinidia Chinensis (Kiwi) Fruit Extract, Kalanchoe Pinnata Leaf Extract,Sodium Benzoate,Citric Acid, Myrothamnus Flabellifolia Leaf/Stem Extract, Disodium Edta,Tocopherol, Lycium Barbarum Fruit Extract,Maltodextrin, Orthosiphon Stamineus Extract, Hedychium Coronarium Root Extract, Mangifera Indica (Mango) Leaf Extract, Potassium Sorbate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate. Jania Rubens Extract, Ascorbic Acid, Sodium Citrate, Engelhardtia Chrysolepis Leaf Extract,Ci 14700/Red 4,Callicarpa Japonica Fruit Extract.",423,0,0
40,CHANEL,COCO MADEMOISELLE Eau de Parfum,105.0,106.2,No ingridients listed,606,0,0
41,VIKTOR&ROLF,Flowerbomb,165.0,141.8,No ingridients listed,4000,0,0
42,KVD VEGAN BEAUTY,Sinner Eau de Parfum,85.0,24.9,No ingridients listed,1000,0,0
43,KILIAN,"Love, Don't be Shy",295.0,4.9,No ingridients listed,37,0,0
44,KVD VEGAN BEAUTY,Saint Eau de Parfum,22.0,40.4,"Alcohol Denat., Fragrance, Water, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Citric Acid, Triethanolamine, Alpha-Isomethyl Ionone, Geraniol, Hydroxycitronellal, Limonene, Linalool.",3000,0,0
45,MARC JACOBS FRAGRANCES,Daisy Love Eau So Sweet,86.0,6.2,No ingridients listed,174,0,0
46,DIOR,Sauvage Eau de Parfum,95.0,8.2,No ingridients listed,73,0,0
47,BVLGARI,Eau Parfumée Au Thé Blanc,98.0,12.8,No ingridients listed,212,0,0
48,JULIETTE HAS A GUN,Not A Perfume,135.0,24.9,No ingridients listed,598,0,0
49,YVES SAINT LAURENT,Black Opium Eau de Parfum,124.0,101.7,No ingridients listed,5000,0,0
50,KILIAN,Good Girl Gone Bad by KILIAN,295.0,5.3,No ingridients listed,44,0,0
51,MAISON MARGIELA,’REPLICA’ By The Fireplace,126.0,39.9,"Alcohol, Fragrance, Water, Benzyl Alcohol, Butyl Methoxydibenzoylmethane, Ethylhexyl Methoxycinnamate, Linalool, Isoeugenol, Benzyl Benzoate, Eugenol, Limonene, Benzyl Cinnamate, Ci 15985/Yellow 6, Geraniol, Ci 19140/Yellow 5, Bht, Ci 17200/Red 33, Ci 60730/Ext. Violet 2, C179346/1.",812,0,0
52,CHANEL,CHANCE EAU TENDRE Eau de Toilette,85.0,65.1,No ingridients listed,434,0,0
53,DIOR,Miss Dior Blooming Bouquet,85.0,43.6,No ingridients listed,621,0,0
54,JO MALONE LONDON,English Pear & Freesia Cologne,140.0,17000.0,No ingridients listed,100,0,0
55,NEST,Indigo,74.0,17.2,No ingridients listed,467,0,0
56,YVES SAINT LAURENT,Libre Eau De Parfum,104.0,15.9,No ingridients listed,315,0,0
57,GUCCI,Flora By Gucci - Gorgeous Gardenia,80.0,20.1,"Alcohol, Fragrance, Water, Ethylhexyl Methoxycinnamate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Caprylic/Capric Triglyceride, Bht, Butylphenyl Methylproprional, Benzyl Salicylate, Hydroxycitronellal, Limonene, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Coumarin, Linalool, Benzyl Benzoate, Farnesol, Citronellol, Benzyl Alcohol, Ci 60725 (Violet 2), Ci 19140 (Yellow 5), Ci 17200 (Red 33), Ci 42090 (Blue 1).",304,0,0
58,CHANEL,BLEU DE CHANEL Eau de Parfum,95.0,17.2,No ingridients listed,124,0,0
59,PHILOSOPHY,Amazing Grace Firming Body Emulsion,40.0,27.8,"Water, Fragrance, Macadamia Ternifolia Seed Oil, Isocetyl Stearoyl Stearate, Glycerin, Olea Europaea (Olive) Fruit Oil, Dimethicone, Glyceryl Stearate, Peg-100 Stearate, Cetearyl Alcohol, Cetyl Alcohol, Butyrospermum Parkii (Shea) Butter, Polysorbate 60, Stearic Acid, Phytosteryl/Octyldodecyl Lauroyl Glutamate, Tocopheryl Acetate, Potassium Ascorbyl Tocopheryl Phosphate, Tocopherol, Xanthan Gum, Carbomer, Alpha-Isomethyl Ionone, Amyl Cinnamal, Benzyl Salicylate, Butylphenyl Methylpropional, Geraniol, Hexyl Cinnamal, Hydroxycitronellal, Limonene, Linalool, Imidazolidinyl Urea, Triethanolamine, Methylparaben, Propylparaben, Citric Acid, Tetrasodium Edta.",1000,0,0
60,SOL DE JANEIRO,Brazilian Bum Bum Cream,45.0,179.8,"-Guaraná: Supports natural circulation, boosts energy, and smooths skin; contains five times the caffeine of coffee.
-Cupuaçu Butter: Full of fatty-acids, phytosterols, and polyphenols to lock in moisture and help restore skin’s elasticity.
-Açaí: The antioxidant powerhouse packed into one superfruit helps keep skin looking and feeling young.
-Coconut Oil: Melts easily into skin to soften, condition, and moisturize.

Aqua (Water/Eau), Methyl Glucose Sesquistearate, Phenyl Trimethicone, Dodecane, Caprylic/Capric Triglyceride, Parfum (Fragrance), Cetearyl Alcohol, Glycerin, Cetyl Alcohol, Mica, Theobroma Grandiflorum (Cupuaçu) Seed Butter, Glyceryl Stearate Citrate, Glyceryl Caprylate, Paullinia Cupana (Guaraná) Seed Extract, Cocos Nucifera (Coconut/Noix De Coco) Oil, Euterpe Oleracea (Açaí/Açaï) Fruit Oil, Daucus Carota Sativa (Carrot/Carotte) Seed Oil, Ilex Guayusa Leaf Extract, Ilex Paraguariensis Leaf Extract, Bertholletia Excelsa (Brazil Nut/Noix du Brésil) Seed Oil, Xanthan Gum, Sodium Phytate, Sodium Stearoyl Glutamate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Squalane, Phenoxyethanol, Ethylhexylglycerin, Sodium Hyaluronate, Benzyl Alcohol, Benzyl Salicylate, Butylphenyl Methylpropional, Coumarin, Limonene.",5000,0,0
61,ISLE OF PARADISE,Self Tanning Drops,29.0,47.9,"-Coconut Oil: Hydrates and smooths the skin.
-Avocado Oil: High in Vitamins A and C; a fast-absorbing skin conditioning agent.
-Chia Seed Oil: One of nature’s richest vegetarian sources of omega 3 fatty acids; proven to significantly improve skin hydration and maintain skin barrier function.
-Eucalyptus Clobulus Leaf Oil: Isle of Paradise fragrance .

Water, Dihydroxyacetone, Alcohol Denat. (SD Alcohol 40-B), Glycerin, Polysorbate 80, Xanthan Gum, Erythrulose, Propylene Glycol, Tropaeolum Majus Flower/Leaf/Stem Extract, Tocopheryl Acetate (Vitamin E Acetate), Aloe Barbadensis Extract*, Citrus Grandis (Grapefruit) Peel Oil*, Cocos Nucifera (Coconut) Oil*, Eucalyptus Globulus Leaf Oil*, Mentha Piperita (Peppermint) Oil*, Persea Gratissima (Avocado) Oil*, Salvia Hispanica Seed Oil*, Salvia Officinalis (Sage) Oil*, Methoxyphenyl t-Butylphenyl Propanediol, Agastache Mexicana Flower/Leaf/Stem Extract, Ascorbic Acid, Propanediol, Ethylhexylglycerin, Sodium Metabisulfite, Fragrance, Sodium Hydroxide, Phenoxyethanol, Triethylene Glycol. *Organic.",764,0,1
62,TAN-LUXE,THE FACE Illuminating Self-Tan Drops,49.0,19.7,"-Raspberry Seed Oil: Moisturizes and conditions.
-Aloe Vera: Hydrates.
-Eco-Cert Organic DHA Tanning Active: Provides a natural looking tan.

Water, Dihydroxyacetone, Alcohol Denat, (SD Alcohol 40-B), Glycerin, Erythulose, Rubus Idaeus (Raspberry) Seed Oil, Aloe Barbadensis (Aloe) Leaf Juice, Hydrolyzed Silk, Caramel, Tocopheryl Acetate (Vitmain E Acetate), Xanthan Gum, Polysorbate 80, Parfum (Fragrance), Limonene, Geraniol, Hexyl Cinnamal, Benzyl Salicylate, Butylphenyl Methylpropional, Sodium Hydroxide, Benzoic Acid, Dehydroacetic Acid, Phenoxyethanol.",194,0,0
63,SLIP,Silk Pillowcase - Standard/Queen,85.0,77.4,100 Percent Pure Mulberry Silk (22 Momme).,281,0,0
64,SUPERGOOP!,Unseen Sunscreen SPF 40,34.0,7.2,"-Complex Derived from Meadowfoam Seed: Increases hydration levels, resulting in a more even skin texture.
-Red Algae: Helps protect against blue light emitted by electronic devices.
-Frankincense: Provides a soothing effect.

Avobenzone, 3%, Homosalate 8%, Octisalate 5%, Octocrylene 4%, Isododecane, Dimethicone Crosspolymer, Dimethicone/Bis-Isobutyl PPG-20 Crosspolymer, Polymethylsilsesquioxane, Isohexadecane, Dicaprylyl Carbonate, Meadowfoam Estolide, Caprylic/Capric Triglyceride, Polyester-7, Neopentyl Glycol Diheptanoate, Lithothamnion Calcareum Extract, Caprylyl Glycol, Butyrospermum Parkii (Shea) Butter, Jojoba Esters, Mannitol, Olibanum, Lecithin, Microcrystalline Cellulose, Diatomaceous Earth, Zinc Sulfate, Silica, Tocopherol.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",1000,0,1
